Date,XIU,XBB,COW,XRE
2013-02-22,18.775511,31.1,26.96468,17.242069
2013-02-25,18.704082,31.21,26.64459,17.20204
2013-02-26,18.744898,31.22,26.898457,17.212049
2013-02-27,18.87755,31.23,27.295805,17.17202
2013-02-28,18.989796,31.3,27.571743,17.272091
2013-03-01,18.938776,31.33,27.49448,17.242069
2013-03-04,18.82653,31.33,27.417219,17.232059
2013-03-05,18.887754,31.32,27.825605,17.252081
2013-03-06,19,31.31,27.858719,17.17202
2013-03-07,18.979591,31.25,27.90287,17.12199
2013-03-08,18.989796,31.15,28.178808,17.11198
2013-03-11,19.030613,31.12,28.16777,17.20204
2013-03-12,19.05102,31.2,28.222958,17.222059
2013-03-13,18.857143,31.19,28.21192,17.15201
2013-03-14,18.959183,31.14,28.245033,17.19203
2013-03-15,19.010204,31.22,28.21192,17.13199
2013-03-18,18.867348,31.28,28.101543,17.142
2013-03-19,18.908163,31.34,28.002209,17.091961
2013-03-20,19.020409,31.27,27.935982,17.13199
2013-03-21,18.67347,31.24,27.759382,17.031919
2013-03-22,18.775511,31.26,27.671082,17.0019
2013-03-25,18.602041,31.27,27.505518,17.041929
2013-03-26,18.642857,31.26,27.626932,17.061939
2013-03-27,18.591837,31.34,27.63797,17.061939
2013-03-28,18.714285,31.33,27.682119,17.232059
2013-04-01,18.67347,31.36,27.472406,17.16201
2013-04-02,18.67347,31.35,27.328918,17.222059
2013-04-03,18.265306,31.42,27.141281,17.11198
2013-04-04,18.163265,31.49,27.295805,17.19203
2013-04-05,18.071428,31.63,27.295805,17.212049
2013-04-08,18.081633,31.58,27.461369,17.38217
2013-04-09,18.285715,31.56,27.505518,17.412189
2013-04-10,18.408163,31.47,27.626932,17.36215
2013-04-11,18.285715,31.5,27.704195,17.34214
2013-04-12,18.091837,31.56,27.49448,17.34214
2013-04-15,17.62245,31.63,27.075056,17.222059
2013-04-16,17.785715,31.59,27.295805,17.302111
2013-04-17,17.561224,31.62,27.064018,17.18203
2013-04-18,17.62245,31.64,27.152319,17.272091
2013-04-19,17.734694,31.65,27.417219,17.36215
2013-04-22,17.744898,31.63,27.582781,17.462219
2013-04-23,17.714285,31.52,27.825605,17.58231
2013-04-24,18.030613,31.55,28.013245,17.632339
2013-04-25,18.020409,31.5,28.222958,17.622339
2013-04-26,17.897959,31.55,27.825605,17.60232
2013-04-29,18.061224,31.58,28.057396,17.702391
2013-04-30,18.224489,31.61,27.980133,18.0026
2013-05-01,18.020409,31.65,27.671082,17.822479
2013-05-02,18.132652,31.68,27.693157,17.842489
2013-05-03,18.234694,31.49,27.969095,17.862499
2013-05-06,18.265306,31.43,27.880795,17.852501
2013-05-07,18.316326,31.41,28.013245,17.852501
2013-05-08,18.520409,31.42,28.289183,17.822479
2013-05-09,18.408163,31.48,28.366447,17.642349
2013-05-10,18.5,31.37,28.498896,17.622339
2013-05-13,18.418367,31.32,28.675497,17.76243
2013-05-14,18.510204,31.23,28.88521,17.78245
2013-05-15,18.346939,31.33,29.01766,17.73241
2013-05-16,18.37755,31.37,28.818985,17.7124
2013-05-17,18.602041,31.36,29.304634,17.662359
2013-05-21,18.755102,31.36,29.116997,17.74242
2013-05-22,18.816326,31.28,29.116997,17.672371
2013-05-23,18.663265,31.26,28.796909,17.53227
2013-05-24,18.663265,31.23,28.708609,17.52227
2013-05-27,18.683674,31.15,28.863134,17.51226
2013-05-28,18.836735,31.05,29.028696,17.452221
2013-05-29,18.846939,31.03,28.973511,17.11198
2013-05-30,18.836735,31.04,29.028696,16.96187
2013-05-31,18.632652,31.05,28.487858,16.891821
2013-06-03,18.530613,31.08,28.311258,16.79175
2013-06-04,18.55102,31.07,28.554085,16.611629
2013-06-05,18.306122,31.12,28.068434,16.441509
2013-06-06,18.244898,31.08,27.737307,16.481541
2013-06-07,18.214285,30.91,27.991171,16.5716
2013-06-10,18.214285,30.78,28.079472,16.40148
2013-06-11,17.979591,30.81,27.792496,16.061239
2013-06-12,17.87755,30.79,27.593819,15.77104
2013-06-13,18.12245,30.88,27.715233,16.081261
2013-06-14,17.928572,30.95,27.417219,16.091261
2013-06-17,18.12245,30.92,27.693157,16.19133
2013-06-18,18.285715,30.88,27.781458,16.15131
2013-06-19,17.94898,30.67,27.748344,15.89112
2013-06-20,17.561224,30.51,27.141281,15.45082
2013-06-21,17.602041,30.27,27.406181,15.32072
2013-06-24,17.428572,30.15,26.986755,15.12058
2013-06-25,17.612246,30.11,27.240618,15.45082
2013-06-26,17.55102,30.18,27.428257,15.46082
2013-06-27,17.642857,30.29,27.626932,15.75103
2013-06-28,17.816326,30.27,27.660044,15.81107
2013-07-02,17.836735,30.35,27.715233,15.8511
2013-07-03,17.795918,30.38,27.384106,15.67097
2013-07-04,17.846939,30.38,27.604856,15.721
2013-07-05,17.806122,30.18,27.980133,15.711
2013-07-08,17.908163,30.33,28.200882,15.53087
2013-07-09,18.071428,30.32,28.587196,15.55089
2013-07-10,18.081633,30.27,28.532009,15.54088
2013-07-11,18.336735,30.38,28.863134,15.90113
2013-07-12,18.275511,30.39,28.741722,15.8511
2013-07-15,18.418367,30.42,28.907286,15.82107
2013-07-16,18.387754,30.43,28.311258,15.83108
2013-07-17,18.510204,30.52,28.785872,15.8611
2013-07-18,18.62245,30.46,28.730684,15.78105
2013-07-19,18.683674,30.52,28.642385,15.80106
2013-07-22,18.816326,30.58,28.62031,15.68098
2013-07-23,18.744898,30.47,28.410595,15.63094
2013-07-24,18.653061,30.28,28.145695,15.37076
2013-07-25,18.663265,30.28,28.057396,15.35075
2013-07-26,18.67347,30.33,27.980133,15.33073
2013-07-29,18.67347,30.27,28.013245,15.38077
2013-07-30,18.571428,30.2,27.538631,15.41079
2013-07-31,18.316326,30.27,27.461369,15.34074
2013-08-01,18.479591,30.16,27.924944,15.06054
2013-08-02,18.561224,30.25,28.189846,15.10057
2013-08-06,18.32653,30.23,27.913908,15.03052
2013-08-07,18.244898,30.25,27.94702,15.06054
2013-08-08,18.408163,30.26,28.134657,15.12058
2013-08-09,18.418367,30.3,27.980133,15.19063
2013-08-12,18.459183,30.25,28.101543,15.10057
2013-08-13,18.581633,30.11,28.366447,15.13059
2013-08-14,18.591837,30.04,28.233995,14.93045
2013-08-15,18.704082,29.95,28.068434,14.8604
2013-08-16,18.775511,29.86,27.90287,14.94046
2013-08-19,18.520409,29.82,27.803532,14.89042
2013-08-20,18.67347,29.9,27.969095,15.02051
2013-08-21,18.510204,29.82,27.891832,14.79035
2013-08-22,18.704082,29.82,28.134657,14.82037
2013-08-23,18.82653,29.82,28.333334,14.90043
2013-08-26,18.82653,29.92,28.233995,14.77034
2013-08-27,18.581633,30.04,27.759382,14.83038
2013-08-28,18.62245,29.97,27.671082,14.76033
2013-08-29,18.775511,30.01,27.814569,14.80036
2013-08-30,18.67347,29.97,27.90287,14.75033
2013-09-03,18.87755,29.85,27.935982,14.8504
2013-09-04,18.867348,29.79,28.200882,14.87041
2013-09-05,19.040817,29.65,28.233995,14.8504
2013-09-06,18.989796,29.65,27.969095,14.77034
2013-09-09,19.040817,29.7,28.498896,14.8604
2013-09-10,18.989796,29.59,28.730684,14.98049
2013-09-11,19,29.67,28.587196,14.97048
2013-09-12,18.775511,29.65,28.410595,14.92044
2013-09-13,18.857143,29.67,28.697571,14.94046
2013-09-16,18.959183,29.65,28.962473,15.13059
2013-09-17,18.969387,29.7,28.752758,15.08056
2013-09-18,18.928572,29.76,29.028696,15.2907
2013-09-19,18.897959,29.72,29.116997,15.41079
2013-09-20,18.806122,29.76,29.01766,15.11058
2013-09-23,18.765306,29.83,28.962473,15.12058
2013-09-24,18.806122,29.98,29.072847,15.19063
2013-09-25,18.795918,29.99,29.06181,15.12058
2013-09-26,18.846939,29.97,28.929359,15.07055
2013-09-27,18.846939,30.04,28.730684,15.13059
2013-09-30,18.755102,30.06,28.796909,15.10057
2013-10-01,18.867348,30.05,28.719646,15.12058
2013-10-02,18.846939,30.05,28.918324,15.07055
2013-10-03,18.704082,30.04,28.708609,14.98049
2013-10-04,18.755102,30,28.807947,14.90043
2013-10-07,18.775511,30.02,28.863134,14.99049
2013-10-08,18.653061,30.01,28.565121,14.97048
2013-10-09,18.724489,30,28.697571,15.05054
2013-10-10,18.979591,29.95,28.929359,15.03052
2013-10-11,18.989796,29.96,28.807947,14.97048
2013-10-15,19.030613,29.95,28.763796,15.11058
2013-10-16,19.081633,29.94,28.841059,15.17062
2013-10-17,19.153061,30.03,29.01766,15.40078
2013-10-18,19.295918,30.08,28.995586,15.62093
2013-10-21,19.387754,30.05,29.039734,15.50085
2013-10-22,19.459183,30.17,29.260487,15.61093
2013-10-23,19.540817,30.28,29.459162,15.65096
2013-10-24,19.602041,30.23,29.503311,15.59091
2013-10-25,19.724489,30.27,29.5585,15.60092
2013-10-28,19.683674,30.31,29.602648,15.59091
2013-10-29,19.836735,30.31,29.525387,15.56089
2013-10-30,19.816326,30.34,29.381899,15.47083
2013-10-31,19.67347,30.32,29.050772,15.48084
2013-11-01,19.653061,30.2,28.962473,15.56089
2013-11-04,19.653061,30.18,29.06181,15.59091
2013-11-05,19.663265,30.19,28.951435,15.38077
2013-11-06,19.714285,30.17,28.995586,15.23066
2013-11-07,19.632652,30.2,28.918324,15.15061
2013-11-08,19.806122,30.01,29.227373,15.08056
2013-11-11,19.714285,30.03,29.216335,15.01051
2013-11-12,19.714285,29.98,29.282562,15.03052
2013-11-13,19.806122,30.06,29.403973,15.11058
2013-11-14,19.897959,30.17,29.602648,15.21065
2013-11-15,19.918367,30.18,29.525387,15.36075
2013-11-18,19.897959,30.24,29.32671,15.40078
2013-11-19,19.867348,30.24,29.426048,15.31072
2013-11-20,19.857143,30.08,29.194262,15.25068
2013-11-21,19.938776,30.07,29.381899,15.2807
2013-11-22,19.979591,30.12,29.613686,15.19063
2013-11-25,19.938776,30.17,29.580574,15.16061
2013-11-26,19.795918,30.21,29.624723,15.07055
2013-11-27,19.785715,30.19,29.724062,15.15061
2013-11-28,19.775511,30.2,29.746138,15.17062
2013-11-29,19.846939,30.16,29.801325,15.07055
2013-12-02,19.908163,30.08,29.746138,14.96047
2013-12-03,19.724489,30.15,29.437086,14.8504
2013-12-04,19.642857,30.05,29.86755,14.84039
2013-12-05,19.469387,30,29.5585,14.78035
2013-12-06,19.642857,29.98,29.86755,15.03052
2013-12-09,19.704082,30.01,29.845476,15.08056
2013-12-10,19.704082,30.2,29.779249,15.07055
2013-12-11,19.387754,30.09,29.426048,14.92044
2013-12-12,19.37755,30.07,29.260487,14.90043
2013-12-13,19.357143,30.06,29.172186,14.97048
2013-12-16,19.469387,30.1,29.392935,14.93045
2013-12-17,19.469387,30.12,29.525387,14.94046
2013-12-18,19.755102,30.1,29.878588,15.18063
2013-12-19,19.82653,30.11,29.911699,15.30071
2013-12-20,19.816326,30.13,29.944811,15.25068
2013-12-23,19.959183,30.16,29.977924,15.12058
2013-12-24,20.030613,30.13,30.187639,15.1406
2013-12-27,20.081633,29.86,30.143488,15.09
2013-12-30,20.040817,30,30,15.23
2013-12-31,20.091837,29.97,30.033112,15.4
2014-01-02,20.05102,29.99,29.746138,15.33
2014-01-03,19.969387,30.01,29.7351,15.42
2014-01-06,19.867348,30.07,29.657837,15.52
2014-01-07,20.030613,30.09,29.878588,15.49
2014-01-08,20.091837,30.04,29.977924,15.48
2014-01-09,20.12245,30.11,30.077263,15.5
2014-01-10,20.32653,30.27,30.441502,15.64
2014-01-13,20.214285,30.33,29.955849,15.52
2014-01-14,20.244898,30.25,30.662252,15.45
2014-01-15,20.357143,30.26,30.871964,15.3
2014-01-16,20.418367,30.34,30.739515,15.31
2014-01-17,20.510204,30.41,30.629139,15.28
2014-01-20,20.653061,30.4,30.629139,15.34
2014-01-21,20.602041,30.4,30.684326,15.4
2014-01-22,20.683674,30.43,30.805738,15.45
2014-01-23,20.632652,30.57,30.596025,15.36
2014-01-24,20.224489,30.48,29.580574,15.18
2014-01-27,20.071428,30.41,29.536425,15.18
2014-01-28,20.214285,30.46,29.790287,15.17
2014-01-29,20.12245,30.53,29.437086,15.15
2014-01-30,20.285715,30.57,29.4702,15.33
2014-01-31,20.183674,30.6,29.249449,15.39
2014-02-03,19.908163,30.66,28.532009,15.29
2014-02-04,19.918367,30.61,28.697571,15.3
2014-02-05,19.94898,30.53,28.708609,15.52
2014-02-06,20.234694,30.44,29.183224,15.52
2014-02-07,20.316326,30.49,29.359823,15.53
2014-02-10,20.346939,30.48,29.514349,15.55
2014-02-11,20.469387,30.43,29.602648,15.57
2014-02-12,20.5,30.41,29.41501,15.55
2014-02-13,20.62245,30.44,29.492273,15.61
2014-02-14,20.724489,30.47,29.668873,15.73
2014-02-18,20.755102,30.45,29.492273,15.83
2014-02-19,20.82653,30.48,29.834438,15.82
2014-02-20,20.969387,30.48,30.13245,15.8
2014-02-21,20.979591,30.45,30.165564,15.71
2014-02-24,21,30.48,30.011038,15.56
2014-02-25,20.979591,30.5,30,15.62
2014-02-26,20.94898,30.56,30.209715,15.64
2014-02-27,21.030613,30.64,30.386314,15.72
2014-02-28,20.979591,30.63,30.430464,15.84
2014-03-03,20.959183,30.69,30.342163,15.7
2014-03-04,21.091837,30.59,30.816776,15.78
2014-03-05,21.061224,30.57,30.993378,15.69
2014-03-06,21.071428,30.5,31.125828,15.71
2014-03-07,21.091837,30.45,31.346579,15.74
2014-03-10,21.112246,30.49,31.39073,15.69
2014-03-11,21.061224,30.51,31.070641,15.76
2014-03-12,21.244898,30.55,31.059603,15.75
2014-03-13,21.061224,30.65,30.573952,15.76
2014-03-14,21,30.65,30.71744,15.8
2014-03-17,21.061224,30.59,30.84989,15.78
2014-03-18,21.275511,30.62,31.313467,15.84
2014-03-19,21.081633,30.46,31.313467,15.69
2014-03-20,21.112246,30.41,31.368654,15.67
2014-03-21,21.040817,30.48,31.324503,15.68
2014-03-24,20.989796,30.51,31.236202,15.7
2014-03-25,21.010204,30.46,31.368654,15.75
2014-03-26,20.836735,30.52,31.004416,15.72
2014-03-27,20.836735,30.52,31.048565,15.76
2014-03-28,20.979591,30.52,31.302429,15.88
2014-03-31,21.091837,30.51,31.754967,15.99
2014-04-01,21.132652,30.44,31.677706,15.95
2014-04-02,21.244898,30.37,31.732891,15.92
2014-04-03,21.12245,30.36,31.732891,15.89
2014-04-04,21.081633,30.42,31.335541,15.89
2014-04-07,20.867348,30.48,31.225166,15.95
2014-04-08,21.081633,30.5,31.214128,16.059999
2014-04-09,21.153061,30.51,31.335541,16.01
2014-04-10,20.928572,30.53,31.192053,16.01
2014-04-11,20.897959,30.59,31.169977,16.18
2014-04-14,20.918367,30.57,31.192053,16.25
2014-04-15,20.959183,30.63,31.302429,16.309999
2014-04-16,21.183674,30.65,31.83223,16.41
2014-04-17,21.244898,30.58,31.931568,16.389999
2014-04-21,21.244898,30.58,31.92053,16.379999
2014-04-22,21.336735,30.56,32.075054,16.35
2014-04-23,21.336735,30.53,31.96468,16.17
2014-04-24,21.336735,30.53,31.898455,16.299999
2014-04-25,21.295918,30.56,31.788078,16.190001
2014-04-28,21.336735,30.49,31.777042,16.24
2014-04-29,21.44898,30.52,31.622517,16.23
2014-04-30,21.55102,30.57,31.677706,16.25
2014-05-01,21.540817,30.62,31.578367,16.190001
2014-05-02,21.663265,30.68,31.766005,16.15
2014-05-05,21.540817,30.6,31.788078,16.209999
2014-05-06,21.397959,30.65,31.467991,16.18
2014-05-07,21.489796,30.63,31.83223,16.360001
2014-05-08,21.367348,30.62,31.644592,16.280001
2014-05-09,21.37755,30.65,31.788078,16.35
2014-05-12,21.55102,30.61,32.075054,16.459999
2014-05-13,21.581633,30.65,32.196468,16.360001
2014-05-14,21.591837,30.79,32.064018,16.370001
2014-05-15,21.44898,30.84,31.633554,16.549999
2014-05-16,21.37755,30.83,31.743929,16.620001
2014-05-20,21.397959,30.83,31.677706,16.620001
2014-05-21,21.602041,30.78,31.898455,16.49
2014-05-22,21.663265,30.78,31.83223,16.48
2014-05-23,21.663265,30.72,31.83223,16.4
2014-05-26,21.704082,30.67,31.83223,16.379999
2014-05-27,21.602041,30.74,32.008831,16.389999
2014-05-28,21.520409,30.86,32.130245,16.41
2014-05-29,21.489796,30.83,32.174393,16.440001
2014-05-30,21.561224,30.85,32.207504,16.33
2014-06-02,21.663265,30.79,32.395145,16.48
2014-06-03,21.734694,30.73,32.251656,16.52
2014-06-04,21.806122,30.7,32.472404,16.48
2014-06-05,21.765306,30.7,32.571743,16.549999
2014-06-06,21.846939,30.74,32.682121,16.549999
2014-06-09,21.87755,30.74,32.63797,16.51
2014-06-10,21.938776,30.74,32.571743,16.4
2014-06-11,21.897959,30.72,32.262691,16.33
2014-06-12,21.959183,30.77,31.898455,16.26
2014-06-13,22.112246,30.76,31.876379,16.209999
2014-06-16,22.17347,30.79,31.876379,16.15
2014-06-17,22.193878,30.74,32.174393,16.219999
2014-06-18,22.12245,30.72,32.317883,16.23
2014-06-19,22.12245,30.74,32.339954,16.200001
2014-06-20,22.142857,30.68,32.22958,16.370001
2014-06-23,22.153061,30.66,32.450329,16.27
2014-06-24,21.928572,30.71,31.92053,16.26
2014-06-25,21.938776,30.76,31.898455,16.35
2014-06-26,22.05102,30.8,31.843267,16.4
2014-06-27,22.153061,30.8,31.710815,16.450001
2014-06-30,22.204082,30.89,31.986755,16.42
2014-07-02,22.306122,30.71,32.174393,16.379999
2014-07-03,22.32653,30.69,32.218544,16.299999
2014-07-04,22.357143,30.71,32.36203,16.280001
2014-07-07,22.32653,30.71,32.251656,16.209999
2014-07-08,22.295918,30.82,32.185429,16.16
2014-07-09,22.387754,30.82,32.030907,16.18
2014-07-10,22.265306,30.83,31.843267,16.290001
2014-07-11,22.306122,30.88,32.119205,16.32
2014-07-14,22.367348,30.88,32.185429,16.290001
2014-07-15,22.285715,30.87,32.240616,16.280001
2014-07-16,22.489796,30.96,32.306843,16.379999
2014-07-17,22.479591,31.05,32.22958,16.41
2014-07-18,22.571428,31.02,32.428257,16.4
2014-07-21,22.571428,31.06,32.284767,16.41
2014-07-22,22.663265,31.1,32.549667,16.5
2014-07-23,22.785715,31.1,32.37307,16.559999
2014-07-24,22.775511,30.95,32.549667,16.540001
2014-07-25,22.897959,31.03,32.50552,16.48
2014-07-28,22.897959,31.04,32.384106,16.559999
2014-07-29,22.867348,31.07,32.406181,16.559999
2014-07-30,23.040817,30.95,32.240616,16.440001
2014-07-31,22.744898,30.96,31.754967,16.32
2014-08-01,22.530613,31.08,31.843267,16.41
2014-08-05,22.5,31.06,32.22958,16.450001
2014-08-06,22.5,31.05,32.218544,16.469999
2014-08-07,22.336735,31.12,31.743929,16.43
2014-08-08,22.459183,31.12,32.064018,16.459999
2014-08-11,22.55102,31.11,32.350994,16.540001
2014-08-12,22.540817,31.04,32.428257,16.49
2014-08-13,22.530613,31.11,32.439293,16.51
2014-08-14,22.642857,31.14,32.450329,16.57
2014-08-15,22.62245,31.19,32.339954,16.559999
2014-08-18,22.683674,31.13,32.704193,16.66
2014-08-19,22.897959,31.14,32.980133,16.75
2014-08-20,23.030613,31.07,33.04636,16.77
2014-08-21,23.010204,31.07,32.980133,16.77
2014-08-22,22.969387,31.04,32.792492,16.700001
2014-08-25,23.091837,31.09,33.145695,16.6
2014-08-26,23.081633,31.09,33.112583,16.65
2014-08-27,23.102041,31.14,32.924946,16.66
2014-08-28,23.05102,31.16,32.947021,16.629999
2014-08-29,23.112246,31.19,33.090508,16.620001
2014-09-02,23.112246,31.04,33.256069,16.610001
2014-09-03,23.214285,31.05,33.112583,16.639999
2014-09-04,23.112246,30.97,32.792492,16.639999
2014-09-05,23.142857,30.99,32.781456,16.700001
2014-09-08,23.05102,30.98,33.013245,16.629999
2014-09-09,23.091837,30.91,32.825607,16.549999
2014-09-10,23.010204,30.86,32.715233,16.450001
2014-09-11,23.112246,30.87,33.002209,16.469999
2014-09-12,23.17347,30.83,32.90287,16.290001
2014-09-15,23.05102,30.83,32.825607,16.16
2014-09-16,23.163265,30.81,32.947021,16.07
2014-09-17,22.928572,30.69,33.002209,16.17
2014-09-18,22.959183,30.65,33.057396,16.139999
2014-09-19,22.62245,30.74,32.869759,16.18
2014-09-22,22.479591,30.78,32.682121,16.02
2014-09-23,22.469387,30.83,32.748344,15.99
2014-09-24,22.438776,30.81,32.781456,15.97
2014-09-25,22.020409,30.88,32.450329,15.91
2014-09-26,22.265306,30.87,32.924946,15.94
2014-09-29,22.193878,30.91,32.814568,15.92
2014-09-30,22.183674,30.88,32.947021,16.049999
2014-10-01,21.979591,31.03,32.395145,16.02
2014-10-02,21.918367,31.01,32.36203,16.030001
2014-10-03,21.979591,31,32.847683,16
2014-10-06,21.857143,31.06,32.737309,15.96
2014-10-07,21.62245,31.13,32.560707,15.94
2014-10-08,21.744898,31.19,32.262691,16.01
2014-10-09,21.438776,31.14,32.262691,16.120001
2014-10-10,21.132652,31.17,31.997791,16.1
2014-10-14,20.816326,31.29,32.152317,16.09
2014-10-15,20.62245,31.35,31.92053,15.93
2014-10-16,20.846939,31.25,31.11479,15.87
2014-10-17,21.12245,31.19,31.501104,16.01
2014-10-20,21.285715,31.22,31.909492,16.299999
2014-10-21,21.602041,31.21,32.019867,16.389999
2014-10-22,21.265306,31.21,31.732891,16.360001
2014-10-23,21.561224,31.15,31.799116,16.440001
2014-10-24,21.663265,31.05,32.09713,16.440001
2014-10-27,21.602041,31.08,31.766005,16.440001
2014-10-28,21.806122,30.99,32.064018,16.48
2014-10-29,21.642857,30.98,32.086094,16.4
2014-10-30,21.602041,31,32.395145,16.530001
2014-10-31,21.897959,31,33.233997,16.610001
2014-11-03,21.704082,31.02,33.333336,16.610001
2014-11-04,21.540817,31.05,33.498898,16.59
2014-11-05,21.765306,31.03,33.741722,16.58
2014-11-06,21.734694,30.95,33.907284,16.309999
2014-11-07,21.918367,31.04,33.498898,16.290001
2014-11-10,22.010204,31,33.741722,16.440001
2014-11-12,22.030613,30.99,33.741722,16.440001
2014-11-13,22.153061,31.01,33.807945,16.540001
2014-11-14,22.153061,31.03,33.995583,16.51
2014-11-17,22.163265,31.08,33.719646,16.540001
2014-11-18,22.214285,31.15,33.973511,16.559999
2014-11-19,22.408163,31.06,34.017658,16.58
2014-11-20,22.44898,31.12,34.348785,16.540001
2014-11-21,22.55102,31.12,34.19426,16.540001
2014-11-24,22.632652,31.09,34.348785,16.540001
2014-11-25,22.520409,31.15,34.105961,16.5
2014-11-26,22.591837,31.22,33.962471,16.48
2014-11-27,22.581633,31.27,33.973511,16.52
2014-11-28,22.44898,31.38,33.818985,16.57
2014-12-01,22.153061,31.33,34.437088,16.66
2014-12-02,22.091837,31.21,33.830021,16.51
2014-12-03,22.081633,31.21,34.139072,16.549999
2014-12-04,22.265306,31.29,34.701988,16.51
2014-12-05,21.846939,31.22,34.547459,16.209999
2014-12-08,21.816326,31.32,34.790287,15.97
2014-12-09,21.367348,31.3,34.381897,15.8
2014-12-10,21.397959,31.43,34.249451,15.8
2014-12-11,20.897959,31.43,33.918324,15.49
2014-12-12,21.010204,31.56,34.271523,15.71
2014-12-15,20.744898,31.51,33.454746,15.52
2014-12-16,20.693878,31.54,33.333336,15.59
2014-12-17,20.908163,31.46,33.278145,15.61
2014-12-18,21.459183,31.4,33.951435,15.85
2014-12-19,21.642857,31.48,34.161148,15.96
2014-12-22,21.816326,31.51,34.801327,15.95
2014-12-23,21.846939,31.34,35.022076,16.030001
2014-12-24,21.989796,31.3,35.187637,16.07
2014-12-29,22.020409,31.32,34.933773,16.139999
2014-12-30,21.969387,31.38,34.779251,16.16
2014-12-31,21.989796,31.46,34.646797,16.139999
2015-01-02,21.908163,31.52,34.348785,16.049999
2015-01-05,22.12245,31.620001,34.503311,16.15
2015-01-06,21.540817,31.74,33.774834,16.32
2015-01-07,21.357143,31.74,33.874172,16.5
2015-01-08,21.418367,31.6,34.392937,17
2015-01-09,21.724489,31.73,34.812363,17.09
2015-01-12,21.530613,31.83,34.900661,17.120001
2015-01-13,21.418367,31.9,34.911701,17.15
2015-01-14,21.244898,31.969999,34.569538,17.110001
2015-01-15,21.091837,32.130001,34.547462,17.09
2015-01-16,20.979591,32.009998,34.757175,17.01
2015-01-19,21.438776,32.07,35.154526,17.02
2015-01-20,21.408163,32.09,35.176601,17.02
2015-01-21,21.438776,32.310001,35.640175,17.1
2015-01-22,21.87755,32.290001,36.479027,17.219999
2015-01-23,22.224489,32.360001,37.218544,17.66
2015-01-26,22.234694,32.389999,36.920528,17.51
2015-01-27,22.214285,32.490002,37.185429,17.52
2015-01-28,22.285715,32.599998,36.997791,17.52
2015-01-29,21.94898,32.59,36.633553,17.58
2015-01-30,22.040817,32.84,37.218544,17.610001
2015-02-02,22.12245,32.91,37.24062,17.49
2015-02-03,22.44898,32.77,36.810154,17.440001
2015-02-04,22.62245,32.84,36.710815,17.42
2015-02-05,22.540817,32.669998,36.865341,17.540001
2015-02-06,22.734694,32.490002,36.898457,17.639999
2015-02-09,22.693878,32.529999,36.799118,17.290001
2015-02-10,22.67347,32.5,36.721855,17.190001
2015-02-11,22.744898,32.5,37.163357,17.25
2015-02-12,22.795918,32.57,37.185429,17.209999
2015-02-13,22.857143,32.470001,36.821194,17.200001
2015-02-17,22.918367,32.360001,37.09713,17.219999
2015-02-18,22.959183,32.43,36.865341,17.25
2015-02-19,22.816326,32.459999,37.251656,17.309999
2015-02-20,22.775511,32.450001,37.582779,17.25
2015-02-23,22.795918,32.599998,37.825607,17.190001
2015-02-24,22.846939,32.689999,37.89183,17.32
2015-02-25,22.806122,32.700001,37.935982,17.08
2015-02-26,22.908163,32.610001,37.549667,17.25
2015-02-27,22.94898,32.73,37.527596,17.27
2015-03-02,22.969387,32.57,37.560707,17.4
2015-03-03,23.010204,32.48,37.660046,17.389999
2015-03-04,22.806122,32.32,37.417217,17.27
2015-03-05,22.653061,32.200001,36.887417,17.110001
2015-03-06,22.765306,32.029999,36.909492,17.02
2015-03-09,22.55102,32.110001,36.644592,16.629999
2015-03-10,22.428572,32.200001,36.721855,16.58
2015-03-11,22.091837,32.240002,36.490067,16.4
2015-03-12,22.193878,32.290001,36.42384,16.49
2015-03-13,22.306122,32.310001,36.644592,16.57
2015-03-16,22.265306,32.400002,36.611481,16.51
2015-03-17,22.540817,32.490002,36.677704,16.559999
2015-03-18,22.530613,32.560001,36.567329,16.639999
2015-03-19,22.438776,32.639999,36.42384,16.58
2015-03-20,22.214285,32.669998,36.346581,16.629999
2015-03-23,22.387754,32.66,36.291389,16.83
2015-03-24,22.346939,32.66,36.092716,16.879999
2015-03-25,22.571428,32.599998,35.860928,17.049999
2015-03-26,22.367348,32.389999,35.507725,17
2015-03-27,22.204082,32.52,35.209713,16.9
2015-03-30,22.142857,32.540001,35.441502,16.83
2015-03-31,22.336735,32.560001,36.070641,16.93
2015-04-01,22.346939,32.650002,35.67329,17.09
2015-04-02,22.346939,32.759998,35.772629,17.219999
2015-04-06,22.510204,32.560001,35.905079,17.25
2015-04-07,22.55102,32.580002,35.905079,17.309999
2015-04-08,22.704082,32.540001,35.871964,17.219999
2015-04-09,22.765306,32.470001,36.037529,17.27
2015-04-10,22.979591,32.490002,36.192055,17.280001
2015-04-13,23.061224,32.529999,36.280354,17.280001
2015-04-14,23.071428,32.630001,36.225166,17.08
2015-04-15,23.091837,32.580002,36.125828,17.02
2015-04-16,23.153061,32.52,35.838852,17.09
2015-04-17,23.040817,32.490002,35.507725,17.209999
2015-04-20,23.010204,32.439999,35.309052,17.41
2015-04-21,23.091837,32.389999,35.242825,17.360001
2015-04-22,23.020409,32.23,35.198673,17.290001
2015-04-23,22.979591,32.209999,35.14349,17.309999
2015-04-24,23.112246,32.299999,35.121414,17.190001
2015-04-27,23.153061,32.27,35.110374,17.23
