Date,GSPC,IXIC,DJI
1999-12-31,1469.250000000000,4069.310059000000,11497.120117000000
2000-01-03,1455.219971000000,4131.149902000000,11357.509766000000
2000-01-04,1399.420044000000,3901.689941000000,10997.929688000000
2000-01-05,1402.109985000000,3877.540039000000,11122.650391000000
2000-01-06,1403.449951000000,3727.129883000000,11253.259766000000
2000-01-07,1441.469971000000,3882.620117000000,11522.559570000000
2000-01-10,1457.599976000000,4049.669922000000,11572.200195000000
2000-01-11,1438.560059000000,3921.189941000000,11511.080078000000
2000-01-12,1432.250000000000,3850.020020000000,11551.099609000000
2000-01-13,1449.680054000000,3957.209961000000,11582.429688000000
2000-01-14,1465.150024000000,4064.270020000000,11722.980469000000
2000-01-18,1455.140015000000,4130.810059000000,11560.719727000000
2000-01-19,1455.900024000000,4151.290039000000,11489.360352000000
2000-01-20,1445.569946000000,4189.509766000000,11351.299805000000
2000-01-21,1441.359985000000,4235.399902000000,11251.709961000000
2000-01-24,1401.530029000000,4096.080078000000,11008.169922000000
2000-01-25,1410.030029000000,4167.410156000000,11029.889648000000
2000-01-26,1404.089966000000,4069.909912000000,11032.990234000000
2000-01-27,1398.560059000000,4039.560059000000,11028.019531000000
2000-01-28,1360.160034000000,3887.070068000000,10738.870117000000
2000-01-31,1394.459961000000,3940.350098000000,10940.530273000000
2000-02-01,1409.280029000000,4051.979980000000,11041.049805000000
2000-02-02,1409.119995000000,4073.959961000000,11003.200195000000
2000-02-03,1424.969971000000,4210.979980000000,11013.440430000000
2000-02-04,1424.369995000000,4244.140137000000,10963.799805000000
2000-02-07,1424.239990000000,4321.770020000000,10905.790039000000
2000-02-08,1441.719971000000,4427.500000000000,10957.599609000000
2000-02-09,1411.709961000000,4363.240234000000,10699.160156000000
2000-02-10,1416.829956000000,4485.629883000000,10643.629883000000
2000-02-11,1387.119995000000,4395.450195000000,10425.209961000000
2000-02-14,1389.939941000000,4418.549805000000,10519.839844000000
2000-02-15,1402.050049000000,4420.770020000000,10718.089844000000
2000-02-16,1387.670044000000,4427.649902000000,10561.410156000000
2000-02-17,1388.260010000000,4548.919922000000,10514.570313000000
2000-02-18,1346.089966000000,4411.740234000000,10219.519531000000
2000-02-22,1352.170044000000,4382.120117000000,10304.839844000000
2000-02-23,1360.689941000000,4550.330078000000,10225.730469000000
2000-02-24,1353.430054000000,4617.649902000000,10092.629883000000
2000-02-25,1333.359985000000,4590.500000000000,9862.120117000000
2000-02-28,1348.050049000000,4577.850098000000,10038.650391000000
2000-02-29,1366.420044000000,4696.689941000000,10128.309570000000
2000-03-01,1379.189941000000,4784.080078000000,10137.929688000000
2000-03-02,1381.760010000000,4754.509766000000,10164.919922000000
2000-03-03,1409.170044000000,4914.790039000000,10367.200195000000
2000-03-06,1391.280029000000,4904.850098000000,10170.500000000000
2000-03-07,1355.619995000000,4847.839844000000,9796.030273000000
2000-03-08,1366.699951000000,4897.259766000000,9856.530273000000
2000-03-09,1401.689941000000,5046.859863000000,10010.730469000000
2000-03-10,1395.069946000000,5048.620117000000,9928.820313000000
2000-03-13,1383.619995000000,4907.240234000000,9947.129883000000
2000-03-14,1359.150024000000,4706.629883000000,9811.240234000000
2000-03-15,1392.140015000000,4582.620117000000,10131.410156000000
2000-03-16,1458.469971000000,4717.390137000000,10630.599609000000
2000-03-17,1464.469971000000,4798.129883000000,10595.230469000000
2000-03-20,1456.630005000000,4610.000000000000,10680.240234000000
2000-03-21,1493.869995000000,4711.680176000000,10907.339844000000
2000-03-22,1500.640015000000,4864.750000000000,10866.700195000000
2000-03-23,1527.349976000000,4940.609863000000,11119.860352000000
2000-03-24,1527.459961000000,4963.029785000000,11112.719727000000
2000-03-27,1523.859985000000,4958.560059000000,11025.849609000000
2000-03-28,1507.729980000000,4833.890137000000,10936.110352000000
2000-03-29,1508.520020000000,4644.669922000000,11018.719727000000
2000-03-30,1487.920044000000,4457.890137000000,10980.250000000000
2000-03-31,1498.579956000000,4572.830078000000,10921.919922000000
2000-04-03,1505.969971000000,4223.680176000000,11221.929688000000
2000-04-04,1494.729980000000,4148.890137000000,11164.839844000000
2000-04-05,1487.369995000000,4169.220215000000,11033.919922000000
2000-04-06,1501.339966000000,4267.560059000000,11114.269531000000
2000-04-07,1516.349976000000,4446.450195000000,11111.480469000000
2000-04-10,1504.459961000000,4188.200195000000,11186.559570000000
2000-04-11,1500.589966000000,4055.899902000000,11287.080078000000
2000-04-12,1467.170044000000,3769.629883000000,11125.129883000000
2000-04-13,1440.510010000000,3676.780029000000,10923.549805000000
2000-04-14,1356.560059000000,3321.290039000000,10305.769531000000
2000-04-17,1401.439941000000,3539.159912000000,10582.509766000000
2000-04-18,1441.609985000000,3793.570068000000,10767.419922000000
2000-04-19,1427.469971000000,3706.409912000000,10674.959961000000
2000-04-20,1434.540039000000,3643.879883000000,10844.049805000000
2000-04-24,1429.859985000000,3482.479980000000,10906.099609000000
2000-04-25,1477.439941000000,3711.229980000000,11124.820313000000
2000-04-26,1460.989990000000,3630.090088000000,10945.500000000000
2000-04-27,1464.920044000000,3774.030029000000,10888.099609000000
2000-04-28,1452.430054000000,3860.659912000000,10733.910156000000
2000-05-01,1468.250000000000,3958.080078000000,10811.780273000000
2000-05-02,1446.290039000000,3785.449951000000,10731.120117000000
2000-05-03,1415.099976000000,3707.310059000000,10480.129883000000
2000-05-04,1409.569946000000,3720.239990000000,10412.490234000000
2000-05-05,1432.630005000000,3816.820068000000,10577.860352000000
2000-05-08,1424.170044000000,3669.379883000000,10603.629883000000
2000-05-09,1412.140015000000,3585.010010000000,10536.750000000000
2000-05-10,1383.050049000000,3384.729980000000,10367.780273000000
2000-05-11,1407.810059000000,3499.580078000000,10545.969727000000
